id,y_2010,y_2012
1,10.23026512,10.23026512
2,23.73328505,23.73328505
3,28.65484545,28.65484545
4,38.6534886,38.6534886
5,35.49375153,35.49375153
6,28.04107562,28.04107562
7,46.08512474,46.08512474
8,38.00489596,38.00489596
9,37.77510884,37.77510884
10,40.95933191,40.95933191
11,47.16118448,47.16118448
12,25.12583547,25.12583547
13,25.11068306,25.11068306
14,35.19358332,35.19358332
15,18.92031492,18.92031492
16,23.73939335,23.73939335
17,33.81434675,33.81434675
18,31.91300791,31.91300791
19,9.596462134,9.596462134
20,1.753202967,1.753202967
21,36.9772177,36.9772177
22,17.01491962,17.01491962
23,14.14299095,14.14299095
24,15.29933481,15.29933481
25,25.23570467,25.23570467
26,13.34116048,13.34116048
27,15.60680086,15.60680086
28,7.418809997,7.418809997
29,33.97229076,33.97229076
30,22.85510222,22.85510222
31,29.00326432,29.00326432
32,26.11971006,26.11971006
33,22.94017963,22.94017963
34,27.3628916,27.3628916
35,26.28516178,26.28516178
36,23.12780311,23.12780311
37,15.46283742,15.46283742
38,7.315005055,7.315005055
39,6.412701858,6.412701858
40,10.29545581,10.29545581
41,13.88221581,13.88221581
42,13.73925429,13.73925429
43,26.77637315,26.77637315
44,15.28190906,15.28190906
45,24.940705,24.940705
46,17.00418776,17.00418776
47,13.26509828,13.26509828
48,21.82885086,21.82885086
49,17.86916662,17.86916662
50,19.10236736,19.10236736
51,7.191336166,7.191336166
52,7.447442674,7.447442674
53,3.014323185,3.014323185
54,8.510835169,8.510835169
55,10.76168095,10.76168095
56,9.685403504,9.685403504
57,32.23462511,32.23462511
58,28.78967515,28.78967515
59,13.25583895,13.25583895
60,35.23855364,35.23855364
61,26.21729412,26.21729412
62,12.6534744,12.6534744
63,9.529898633,9.529898633
64,19.21386412,19.21386412
65,6.57564198,6.57564198
66,15.61674591,15.61674591
67,11.05791303,11.05791303
68,11.77113703,11.77113703
69,8.789748983,8.789748983
70,22.53511523,22.53511523
71,10.34902696,10.34902696
72,13.99540585,13.99540585
73,12.49857061,12.49857061
74,20.7289383,20.7289383
75,13.10304165,13.10304165
76,13.49804535,13.49804535
77,5.186370592,5.186370592
78,13.27558038,13.27558038
79,14.21662953,14.21662953
80,5.923893957,5.923893957
81,3.933447585,3.933447585
82,13.14356371,13.14356371
83,30.7871526,30.7871526
84,6.054983037,6.054983037
85,9.535991531,9.535991531
86,18.08026553,18.08026553
87,24.21088155,24.21088155
88,14.81657329,14.81657329
89,32.25528026,32.25528026
90,36.73082461,36.73082461
91,13.33213533,13.33213533
92,11.66255384,11.66255384
93,42.42664279,42.42664279
94,12.14781006,12.14781006
95,5.324456065,5.324456065
96,9.784829987,9.784829987
97,19.62074303,19.62074303
98,8.081997068,8.081997068
99,9.777036284,9.777036284
100,8.690149757,8.690149757
101,17.6329228,17.6329228
102,11.85742931,11.85742931
103,13.06675428,13.06675428
104,16.46233241,16.46233241
105,7.066903946,7.066903946
106,20.94710971,20.94710971
107,20.1153035,20.1153035
108,18.22743217,18.22743217
109,45.50014237,45.50014237
110,57.52229179,57.52229179
111,31.49700599,31.49700599
112,39.38715677,39.38715677
113,8.78563886,8.78563886
114,10.37706995,10.37706995
115,21.14959469,21.14959469
116,15.28072096,15.28072096
117,10.06711409,10.06711409
118,33.1805606,33.1805606
119,13.94412422,13.94412422
120,22.11067009,22.11067009
121,20.14738394,20.14738394
122,26.02609206,26.02609206
123,28.41631575,28.41631575
124,12.74418605,12.74418605
125,15.57844691,15.57844691
126,4.993867181,4.993867181
127,13.40049727,13.40049727
128,25.12663512,25.12663512
129,29.68059768,29.68059768
130,34.27009601,34.27009601
131,16.70941478,16.70941478
132,24.05141771,24.05141771
133,10.16224164,10.16224164
134,25.99057582,25.99057582
135,26.05562305,26.05562305
136,51.07405411,51.07405411
137,33.46416418,33.46416418
138,22.55626032,22.55626032
139,10.18622898,10.18622898
140,37.9488163,37.9488163
141,27.58047556,27.58047556
142,13.7498965,13.7498965
143,18.27886254,18.27886254
144,25.66623078,25.66623078
145,16.02501685,16.02501685
146,12.27372352,12.27372352
147,15.39741086,15.39741086
148,18.6124145,18.6124145
149,23.67779726,23.67779726
150,10.44045309,10.44045309
151,19.06067116,19.06067116
152,26.94781987,26.94781987
153,24.92039156,24.92039156
154,46.76768636,46.76768636
155,40.54772245,40.54772245
156,36.3599113,36.3599113
157,43.84836826,43.84836826
158,45.31734481,45.31734481
159,13.73204868,13.73204868
160,19.14172553,19.14172553
161,37.77974807,37.77974807
162,28.34956007,28.34956007
163,24.10475995,24.10475995
164,7.970687356,7.970687356
165,10.99918713,10.99918713
166,10.93108379,10.93108379
167,10.95285019,10.95285019
168,13.64284582,13.64284582
169,13.67135423,13.67135423
170,9.141502224,9.141502224
171,7.147417481,7.147417481
172,10.51701802,10.51701802
173,14.74297308,14.74297308
174,8.40341243,8.40341243
175,7.321507657,7.321507657
176,16.93919593,16.93919593
177,45.78362997,45.78362997
178,26.18354491,26.18354491
179,24.53628515,24.53628515
180,24.987636,24.987636
181,51.1325586,51.1325586
182,38.98381471,38.98381471
183,43.94902146,43.94902146
184,18.03126533,18.03126533
185,23.49224584,23.49224584
186,20.70572221,20.70572221
187,31.79885376,31.79885376
188,40.75936987,40.75936987
189,17.43739665,17.43739665
190,43.32672958,43.32672958
191,27.11556658,27.11556658
192,41.38634531,41.38634531
193,11.66059603,11.66059603
194,11.46870418,11.46870418
195,9.107341673,9.107341673
196,5.867640549,5.867640549
197,7.282602348,7.282602348
198,8.502647747,8.502647747
199,7.800740359,7.800740359
200,23.4553716,23.4553716
201,12.26996304,12.26996304
202,26.93148983,26.93148983
203,35.26460501,35.26460501
204,7.871459532,7.871459532
205,5.062728057,5.062728057
