id,y_2010,y_2012
1,29.65851196,29.65851196
2,21.79603238,21.79603238
3,13.92028714,13.92028714
4,19.01360211,19.01360211
5,15.85089439,15.85089439
6,19.54399095,19.54399095
7,13.65955179,13.65955179
8,12.90603521,12.90603521
9,14.61942651,14.61942651
10,14.32330959,14.32330959
11,12.16750491,12.16750491
12,18.40498391,18.40498391
13,13.54748852,13.54748852
14,17.23297685,17.23297685
15,22.09926591,22.09926591
16,19.94928314,19.94928314
17,17.36727316,17.36727316
18,17.10526316,17.10526316
19,35.99778883,35.99778883
20,22.72420769,22.72420769
21,13.73541713,13.73541713
22,21.74717607,21.74717607
23,22.84506003,22.84506003
24,29.58160609,29.58160609
25,15.70081688,15.70081688
26,28.15917939,28.15917939
27,29.14598398,29.14598398
28,22.36546726,22.36546726
29,10.68092195,10.68092195
30,24.95759307,24.95759307
31,11.84844013,11.84844013
32,22.06184914,22.06184914
33,15.40247416,15.40247416
34,12.87832815,12.87832815
35,19.94664184,19.94664184
36,21.08506388,21.08506388
37,19.73376063,19.73376063
38,26.06724717,26.06724717
39,24.43287824,24.43287824
40,22.21582573,22.21582573
41,20.88444754,20.88444754
42,24.16704817,24.16704817
43,25.96992153,25.96992153
44,24.29047481,24.29047481
45,16.69256563,16.69256563
46,19.56841053,19.56841053
47,19.884917,19.884917
48,19.69193154,19.69193154
49,19.09670068,19.09670068
50,16.99916979,16.99916979
51,23.0819169,23.0819169
52,29.1241108,29.1241108
53,32.92135294,32.92135294
54,27.13511113,27.13511113
55,30.21610911,30.21610911
56,26.56158406,26.56158406
57,21.22156698,21.22156698
58,23.54595034,23.54595034
59,24.83701103,24.83701103
60,19.67992299,19.67992299
61,26.03760354,26.03760354
62,25.54532393,25.54532393
63,27.47605319,27.47605319
64,25.71581062,25.71581062
65,28.41691477,28.41691477
66,33.86124781,33.86124781
67,27.40539122,27.40539122
68,25.84224166,25.84224166
69,25.64968312,25.64968312
70,17.16896223,17.16896223
71,24.50495652,24.50495652
72,27.38552338,27.38552338
73,23.94511149,23.94511149
74,22.39664892,22.39664892
75,24.22918184,24.22918184
76,25.91399531,25.91399531
77,19.25148057,19.25148057
78,24.63999392,24.63999392
79,23.18715819,23.18715819
80,24.391332,24.391332
81,20.8864802,20.8864802
82,21.80684539,21.80684539
83,12.82520663,12.82520663
84,23.83845946,23.83845946
85,19.8465067,19.8465067
86,21.62779493,21.62779493
87,12.51415501,12.51415501
88,21.18507264,21.18507264
89,20.77579204,20.77579204
90,17.70183354,17.70183354
91,22.66512015,22.66512015
92,23.18869457,23.18869457
93,19.91321119,19.91321119
94,30.32454139,30.32454139
95,18.95464109,18.95464109
96,19.77006342,19.77006342
97,20.00598086,20.00598086
98,26.16488251,26.16488251
99,27.97432271,27.97432271
100,18.43071082,18.43071082
101,18.53623997,18.53623997
102,22.70000409,22.70000409
103,22.43825132,22.43825132
104,23.37465527,23.37465527
105,22.84352801,22.84352801
106,14.02086196,14.02086196
107,20.7837477,20.7837477
108,20.68735847,20.68735847
109,19.52165057,19.52165057
110,15.43666603,15.43666603
111,20.28558268,20.28558268
112,20.49115728,20.49115728
113,36.00844773,36.00844773
114,25.48171451,25.48171451
115,24.58855318,24.58855318
116,21.00458748,21.00458748
117,22.04991203,22.04991203
118,15.32850795,15.32850795
119,24.14848727,24.14848727
120,20.89656783,20.89656783
121,25.2321297,25.2321297
122,26.1396951,26.1396951
123,24.8204112,24.8204112
124,23.90697674,23.90697674
125,20.74801902,20.74801902
126,24.02897027,24.02897027
127,23.56873002,23.56873002
128,17.92374061,17.92374061
129,14.69983511,14.69983511
130,14.12619431,14.12619431
131,18.13539779,18.13539779
132,18.80424899,18.80424899
133,20.90928838,20.90928838
134,15.26835195,15.26835195
135,18.90218531,18.90218531
136,13.37836753,13.37836753
137,19.90646986,19.90646986
138,20.20679468,20.20679468
139,23.43644316,23.43644316
140,15.0184321,15.0184321
141,20.59631627,20.59631627
142,20.01766346,20.01766346
143,22.30661125,22.30661125
144,17.05595888,17.05595888
145,19.44798142,19.44798142
146,24.32218524,24.32218524
147,20.91921603,20.91921603
148,16.77755212,16.77755212
149,19.74432426,19.74432426
150,20.04151812,20.04151812
151,18.99399956,18.99399956
152,21.12365976,21.12365976
153,17.96349805,17.96349805
154,11.23240857,11.23240857
155,15.84468638,15.84468638
156,13.76060548,13.76060548
157,12.17008798,12.17008798
158,11.62437512,11.62437512
159,20.12603027,20.12603027
160,18.03723817,18.03723817
161,14.67225144,14.67225144
162,16.15927054,16.15927054
163,20.04575183,20.04575183
164,25.61811673,25.61811673
165,23.80102325,23.80102325
166,21.88578251,21.88578251
167,22.58054884,22.58054884
168,22.95126835,22.95126835
169,26.20522083,26.20522083
170,25.79412514,25.79412514
171,22.06154632,22.06154632
172,16.16613669,16.16613669
173,16.77889913,16.77889913
174,25.5040629,25.5040629
175,24.97610778,24.97610778
176,21.30395597,21.30395597
177,11.31283825,11.31283825
178,22.55178009,22.55178009
179,27.7032225,27.7032225
180,24.65380811,24.65380811
181,17.65806579,17.65806579
182,17.9605753,17.9605753
183,17.91147743,17.91147743
184,18.12938384,18.12938384
185,25.22359892,25.22359892
186,24.7997487,24.7997487
187,23.92540211,23.92540211
188,19.46976842,19.46976842
189,30.18544767,30.18544767
190,22.04785986,22.04785986
191,24.34595811,24.34595811
192,18.98752194,18.98752194
193,25.09602649,25.09602649
194,27.06181987,27.06181987
195,23.23793307,23.23793307
196,26.51394422,26.51394422
197,26.6191672,26.6191672
198,23.66944798,23.66944798
199,22.69373146,22.69373146
200,26.00668512,26.00668512
201,22.88644223,22.88644223
202,16.28365424,16.28365424
203,17.29357408,17.29357408
204,27.6680688,27.6680688
205,33.35825799,33.35825799
